IDCLIENTE,EVOLUCION_LCR,DIAS_MORA,COMPORT_INTERNO,ACTIVIDAD,EST_CIVIL,EDAD,RENTA,SEXO,TIPO_VIVIENDA,Salario_Anual
909,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,29,1333,M,Propia, $ 6.665.000 
1908,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,29,1333,M,Propia, $ 6.665.000 
962,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,29,1331,M,Propia, $ 6.655.000 
1961,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,29,1331,M,Propia, $ 6.655.000 
571,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,27,1330,M,Propia, $ 6.650.000 
1570,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,27,1330,M,Propia, $ 6.650.000 
676,Mantiene Cupo,6,Mal Cliente,Independiente,Soltero,34,1323,M,Arrienda, $ 6.615.000 
1675,Mantiene Cupo,6,Mal Cliente,Independiente,Soltero,34,1323,M,Arrienda, $ 6.615.000 
422,Mantiene Cupo,11,Buen Cliente,Independiente,Soltero,32,1322,F,Arrienda, $ 6.610.000 
1421,Mantiene Cupo,11,Buen Cliente,Independiente,Soltero,32,1322,F,Arrienda, $ 6.610.000 
137,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,38,1318,M,Propia, $ 6.590.000 
1136,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,38,1318,M,Propia, $ 6.590.000 
241,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,34,1316,F,Propia, $ 6.580.000 
1240,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,34,1316,F,Propia, $ 6.580.000 
264,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,29,1313,M,Propia, $ 6.565.000 
1263,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,29,1313,M,Propia, $ 6.565.000 
1495,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,28,1311,F,Propia, $ 6.555.000 
496,Aumenta Cupo,22,Buen Cliente,Dependiente,Soltero,28,1311,F,Propia, $ 6.555.000 
900,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,29,1309,M,Propia, $ 6.545.000 
1899,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,29,1309,M,Propia, $ 6.545.000 
739,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,45,1308,M,Propia, $ 6.540.000 
1738,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,45,1308,M,Propia, $ 6.540.000 
672,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,30,1301,F,Propia, $ 6.505.000 
1671,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,30,1301,F,Propia, $ 6.505.000 
316,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,33,1300,M,Propia, $ 6.500.000 
1315,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,33,1300,M,Propia, $ 6.500.000 
214,Mantiene Cupo,6,Buen Cliente,Independiente,Soltero,34,1299,M,Propia, $ 6.495.000 
1213,Mantiene Cupo,6,Buen Cliente,Independiente,Soltero,34,1299,M,Propia, $ 6.495.000 
173,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,38,1297,F,Propia, $ 6.485.000 
1172,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,38,1297,F,Propia, $ 6.485.000 
1543,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,29,1295,F,Arrienda, $ 6.475.000 
544,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,29,1295,F,Arrienda, $ 6.475.000 
867,Mantiene Cupo,12,Buen Cliente,Independiente,Casado,36,1295,F,Arrienda, $ 6.475.000 
1866,Mantiene Cupo,12,Buen Cliente,Independiente,Casado,36,1295,F,Arrienda, $ 6.475.000 
161,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,1291,F,Arrienda, $ 6.455.000 
1160,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,1291,F,Arrienda, $ 6.455.000 
604,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,30,1289,M,Propia, $ 6.445.000 
1603,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,30,1289,M,Propia, $ 6.445.000 
337,Disminuye Cupo,9,Buen Cliente,Dependiente,Soltero,28,1288,M,Propia, $ 6.440.000 
1336,Disminuye Cupo,9,Buen Cliente,Dependiente,Soltero,28,1288,M,Propia, $ 6.440.000 
1325,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,32,1287,F,Arrienda, $ 6.435.000 
220,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,44,1287,M,Propia, $ 6.435.000 
1219,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,44,1287,M,Propia, $ 6.435.000 
326,Aumenta Cupo,0,Buen Cliente,Independiente,Soltero,32,1287,F,Arrienda, $ 6.435.000 
802,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,28,1285,F,Arrienda, $ 6.425.000 
1801,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,28,1285,F,Arrienda, $ 6.425.000 
334,Aumenta Cupo,22,Buen Cliente,Independiente,Soltero,33,1283,F,Arrienda, $ 6.415.000 
1333,Aumenta Cupo,22,Buen Cliente,Independiente,Soltero,33,1283,F,Arrienda, $ 6.415.000 
690,Disminuye Cupo,24,Mal Cliente,Dependiente,Soltero,30,1282,F,Arrienda, $ 6.410.000 
1689,Disminuye Cupo,24,Mal Cliente,Dependiente,Soltero,30,1282,F,Arrienda, $ 6.410.000 
917,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,30,1282,F,Arrienda, $ 6.410.000 
1916,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,30,1282,F,Arrienda, $ 6.410.000 
231,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,37,1278,M,Propia, $ 6.390.000 
1230,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,37,1278,M,Propia, $ 6.390.000 
1161,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,31,1275,M,Arrienda, $ 6.375.000 
162,Mantiene Cupo,23,Buen Cliente,Independiente,Soltero,31,1275,M,Arrienda, $ 6.375.000 
263,Mantiene Cupo,10,Mal Cliente,Dependiente,Soltero,33,1275,F,Arrienda, $ 6.375.000 
1262,Mantiene Cupo,10,Mal Cliente,Dependiente,Soltero,33,1275,F,Arrienda, $ 6.375.000 
770,Disminuye Cupo,15,Buen Cliente,Dependiente,Casado,44,1275,F,Arrienda, $ 6.375.000 
1769,Disminuye Cupo,15,Buen Cliente,Dependiente,Casado,44,1275,F,Arrienda, $ 6.375.000 
932,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,36,1274,F,Arrienda, $ 6.370.000 
1931,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,36,1274,F,Arrienda, $ 6.370.000 
866,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,32,1271,M,Propia, $ 6.355.000 
1865,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,32,1271,M,Propia, $ 6.355.000 
435,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,30,1264,M,Propia, $ 6.320.000 
1434,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,30,1264,M,Propia, $ 6.320.000 
884,Mantiene Cupo,15,Mal Cliente,Independiente,Casado,34,1264,F,Propia, $ 6.320.000 
1883,Mantiene Cupo,15,Mal Cliente,Independiente,Casado,34,1264,F,Propia, $ 6.320.000 
706,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,45,1262,M,Propia, $ 6.310.000 
1705,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,45,1262,M,Propia, $ 6.310.000 
195,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,33,1262,M,Propia, $ 6.310.000 
1194,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,33,1262,M,Propia, $ 6.310.000 
148,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,37,1262,M,Arrienda, $ 6.310.000 
1147,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,37,1262,M,Arrienda, $ 6.310.000 
1046,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,30,1258,M,Propia, $ 6.290.000 
367,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,31,1258,F,Arrienda, $ 6.290.000 
1366,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,31,1258,F,Arrienda, $ 6.290.000 
47,Aumenta Cupo,23,Buen Cliente,Independiente,Casado,30,1258,M,Propia, $ 6.290.000 
269,Aumenta Cupo,12,Mal Cliente,Dependiente,Soltero,35,1258,F,Arrienda, $ 6.290.000 
1268,Aumenta Cupo,12,Mal Cliente,Dependiente,Soltero,35,1258,F,Arrienda, $ 6.290.000 
361,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,36,1255,M,Propia, $ 6.275.000 
1360,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,36,1255,M,Propia, $ 6.275.000 
1500,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,30,1249,F,Propia, $ 6.245.000 
501,Aumenta Cupo,0,Buen Cliente,Independiente,Soltero,30,1249,F,Propia, $ 6.245.000 
939,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,36,1246,M,Propia, $ 6.230.000 
1938,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,36,1246,M,Propia, $ 6.230.000 
779,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,31,1245,F,Propia, $ 6.225.000 
1778,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,31,1245,F,Propia, $ 6.225.000 
714,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,26,1244,F,Arrienda, $ 6.220.000 
1713,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,26,1244,F,Arrienda, $ 6.220.000 
507,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,1240,F,Arrienda, $ 6.200.000 
1506,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,1240,F,Arrienda, $ 6.200.000 
817,Mantiene Cupo,10,Buen Cliente,Independiente,Casado,28,1240,F,Arrienda, $ 6.200.000 
1816,Mantiene Cupo,10,Buen Cliente,Independiente,Casado,28,1240,F,Arrienda, $ 6.200.000 
45,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,30,1239,M,Propia, $ 6.195.000 
1044,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,30,1239,M,Propia, $ 6.195.000 
629,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,35,1238,M,Propia, $ 6.190.000 
1628,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,35,1238,M,Propia, $ 6.190.000 
66,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,30,1237,F,Arrienda, $ 6.185.000 
1065,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,30,1237,F,Arrienda, $ 6.185.000 
819,Mantiene Cupo,8,Buen Cliente,Dependiente,Casado,38,1237,F,Arrienda, $ 6.185.000 
1818,Mantiene Cupo,8,Buen Cliente,Dependiente,Casado,38,1237,F,Arrienda, $ 6.185.000 
181,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,30,1236,F,Arrienda, $ 6.180.000 
1180,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,30,1236,F,Arrienda, $ 6.180.000 
271,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,26,1236,M,Propia, $ 6.180.000 
1270,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,26,1236,M,Propia, $ 6.180.000 
700,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,33,1231,F,Arrienda, $ 6.155.000 
1699,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,33,1231,F,Arrienda, $ 6.155.000 
358,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,30,1231,M,Propia, $ 6.155.000 
1357,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,30,1231,M,Propia, $ 6.155.000 
172,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,43,1228,F,Arrienda, $ 6.140.000 
1171,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,43,1228,F,Arrienda, $ 6.140.000 
389,Mantiene Cupo,10,Buen Cliente,Dependiente,Casado,42,1225,M,Propia, $ 6.125.000 
1388,Mantiene Cupo,10,Buen Cliente,Dependiente,Casado,42,1225,M,Propia, $ 6.125.000 
53,Aumenta Cupo,9,Buen Cliente,Independiente,Casado,27,1224,M,Propia, $ 6.120.000 
1052,Aumenta Cupo,9,Buen Cliente,Independiente,Casado,27,1224,M,Propia, $ 6.120.000 
933,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,24,1223,M,Arrienda, $ 6.115.000 
1932,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,24,1223,M,Arrienda, $ 6.115.000 
363,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,38,1221,F,Propia, $ 6.105.000 
1362,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,38,1221,F,Propia, $ 6.105.000 
773,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,29,1217,F,Propia, $ 6.085.000 
1772,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,29,1217,F,Propia, $ 6.085.000 
657,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,30,1216,M,Propia, $ 6.080.000 
1656,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,30,1216,M,Propia, $ 6.080.000 
46,Disminuye Cupo,18,Buen Cliente,Independiente,Casado,33,1216,F,Arrienda, $ 6.080.000 
1045,Disminuye Cupo,18,Buen Cliente,Independiente,Casado,33,1216,F,Arrienda, $ 6.080.000 
125,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,28,1213,M,Propia, $ 6.065.000 
1124,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,28,1213,M,Propia, $ 6.065.000 
826,Mantiene Cupo,6,Buen Cliente,Independiente,Casado,35,1209,M,Propia, $ 6.045.000 
1825,Mantiene Cupo,6,Buen Cliente,Independiente,Casado,35,1209,M,Propia, $ 6.045.000 
806,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,27,1207,F,Arrienda, $ 6.035.000 
1805,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,27,1207,F,Arrienda, $ 6.035.000 
396,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,33,1206,F,Arrienda, $ 6.030.000 
1395,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,33,1206,F,Arrienda, $ 6.030.000 
320,Aumenta Cupo,6,Mal Cliente,Independiente,Casado,34,1204,M,Propia, $ 6.020.000 
1319,Aumenta Cupo,6,Mal Cliente,Independiente,Casado,34,1204,M,Propia, $ 6.020.000 
510,Disminuye Cupo,6,Buen Cliente,Independiente,Casado,25,1203,M,Propia, $ 6.015.000 
1509,Disminuye Cupo,6,Buen Cliente,Independiente,Casado,25,1203,M,Propia, $ 6.015.000 
314,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,24,1201,M,Propia, $ 6.005.000 
1313,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,24,1201,M,Propia, $ 6.005.000 
429,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,35,1200,F,Arrienda, $ 6.000.000 
1428,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,35,1200,F,Arrienda, $ 6.000.000 
749,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,37,1199,F,Arrienda, $ 5.995.000 
1748,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,37,1199,F,Arrienda, $ 5.995.000 
757,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,34,1199,M,Propia, $ 5.995.000 
1756,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,34,1199,M,Propia, $ 5.995.000 
810,Disminuye Cupo,6,Mal Cliente,Dependiente,Casado,30,1198,F,Arrienda, $ 5.990.000 
1809,Disminuye Cupo,6,Mal Cliente,Dependiente,Casado,30,1198,F,Arrienda, $ 5.990.000 
594,Disminuye Cupo,24,Mal Cliente,Independiente,Soltero,30,1193,F,Arrienda, $ 5.965.000 
1593,Disminuye Cupo,24,Mal Cliente,Independiente,Soltero,30,1193,F,Arrienda, $ 5.965.000 
956,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,30,1190,F,Arrienda, $ 5.950.000 
1955,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,30,1190,F,Arrienda, $ 5.950.000 
953,Mantiene Cupo,21,Mal Cliente,Independiente,Soltero,30,1188,F,Arrienda, $ 5.940.000 
1952,Mantiene Cupo,21,Mal Cliente,Independiente,Soltero,30,1188,F,Arrienda, $ 5.940.000 
486,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,33,1185,F,Arrienda, $ 5.925.000 
1485,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,33,1185,F,Arrienda, $ 5.925.000 
423,Mantiene Cupo,16,Buen Cliente,Independiente,Soltero,28,1175,M,Propia, $ 5.875.000 
1422,Mantiene Cupo,16,Buen Cliente,Independiente,Soltero,28,1175,M,Propia, $ 5.875.000 
419,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,31,1169,M,Propia, $ 5.845.000 
1418,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,31,1169,M,Propia, $ 5.845.000 
705,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,29,1169,M,Propia, $ 5.845.000 
1704,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,29,1169,M,Propia, $ 5.845.000 
692,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,42,1168,F,Propia, $ 5.840.000 
1691,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,42,1168,F,Propia, $ 5.840.000 
592,Disminuye Cupo,8,Buen Cliente,Independiente,Soltero,25,1164,M,Propia, $ 5.820.000 
1591,Disminuye Cupo,8,Buen Cliente,Independiente,Soltero,25,1164,M,Propia, $ 5.820.000 
61,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,29,1163,M,Propia, $ 5.815.000 
1060,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,29,1163,M,Propia, $ 5.815.000 
155,Mantiene Cupo,12,Mal Cliente,Dependiente,Soltero,33,1158,M,Arrienda, $ 5.790.000 
1154,Mantiene Cupo,12,Mal Cliente,Dependiente,Soltero,33,1158,M,Arrienda, $ 5.790.000 
682,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,35,1155,F,Propia, $ 5.775.000 
1681,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,35,1155,F,Propia, $ 5.775.000 
417,Aumenta Cupo,11,Buen Cliente,Dependiente,Soltero,33,1154,F,Arrienda, $ 5.770.000 
1416,Aumenta Cupo,11,Buen Cliente,Dependiente,Soltero,33,1154,F,Arrienda, $ 5.770.000 
28,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,28,1154,M,Propia, $ 5.770.000 
1027,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,28,1154,M,Propia, $ 5.770.000 
738,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,29,1149,M,Propia, $ 5.745.000 
1737,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,29,1149,M,Propia, $ 5.745.000 
677,Disminuye Cupo,9,Buen Cliente,Dependiente,Casado,26,1138,M,Propia, $ 5.690.000 
1676,Disminuye Cupo,9,Buen Cliente,Dependiente,Casado,26,1138,M,Propia, $ 5.690.000 
753,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,32,1136,M,Propia, $ 5.680.000 
1752,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,32,1136,M,Propia, $ 5.680.000 
894,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,33,1131,F,Arrienda, $ 5.655.000 
1893,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,33,1131,F,Arrienda, $ 5.655.000 
524,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,38,1126,F,Arrienda, $ 5.630.000 
1523,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,38,1126,F,Arrienda, $ 5.630.000 
280,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,28,1126,M,Arrienda, $ 5.630.000 
1279,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,28,1126,M,Arrienda, $ 5.630.000 
843,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,34,1123,F,Arrienda, $ 5.615.000 
1842,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,34,1123,F,Arrienda, $ 5.615.000 
673,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,34,1113,F,Arrienda, $ 5.565.000 
1672,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,34,1113,F,Arrienda, $ 5.565.000 
377,Disminuye Cupo,12,Mal Cliente,Dependiente,Casado,35,1108,M,Propia, $ 5.540.000 
1376,Disminuye Cupo,12,Mal Cliente,Dependiente,Casado,35,1108,M,Propia, $ 5.540.000 
207,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,32,1107,M,Propia, $ 5.535.000 
1206,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,32,1107,M,Propia, $ 5.535.000 
662,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,31,1103,M,Propia, $ 5.515.000 
1661,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,31,1103,M,Propia, $ 5.515.000 
553,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,35,1101,F,Propia, $ 5.505.000 
1552,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,35,1101,F,Propia, $ 5.505.000 
9,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,30,1098,F,Arrienda, $ 5.490.000 
1008,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,30,1098,F,Arrienda, $ 5.490.000 
666,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,43,1092,F,Arrienda, $ 5.460.000 
1665,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,43,1092,F,Arrienda, $ 5.460.000 
737,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,36,1082,M,Propia, $ 5.410.000 
1736,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,36,1082,M,Propia, $ 5.410.000 
758,Disminuye Cupo,12,Mal Cliente,Independiente,Soltero,24,1082,M,Propia, $ 5.410.000 
1757,Disminuye Cupo,12,Mal Cliente,Independiente,Soltero,24,1082,M,Propia, $ 5.410.000 
489,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,37,1076,F,Propia, $ 5.380.000 
1488,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,37,1076,F,Propia, $ 5.380.000 
664,Mantiene Cupo,6,Buen Cliente,Dependiente,Casado,38,1068,M,Propia, $ 5.340.000 
1663,Mantiene Cupo,6,Buen Cliente,Dependiente,Casado,38,1068,M,Propia, $ 5.340.000 
931,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,35,1056,M,Propia, $ 5.280.000 
1930,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,35,1056,M,Propia, $ 5.280.000 
182,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,32,1055,F,Arrienda, $ 5.275.000 
1181,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,32,1055,F,Arrienda, $ 5.275.000 
58,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,25,1053,F,Propia, $ 5.265.000 
1057,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,25,1053,F,Propia, $ 5.265.000 
607,Mantiene Cupo,6,Buen Cliente,Dependiente,Casado,34,1050,M,Propia, $ 5.250.000 
1606,Mantiene Cupo,6,Buen Cliente,Dependiente,Casado,34,1050,M,Propia, $ 5.250.000 
1,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,28,1049,F,Arrienda, $ 5.245.000 
1000,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,28,1049,F,Arrienda, $ 5.245.000 
681,Mantiene Cupo,10,Mal Cliente,Dependiente,Casado,29,1048,M,Propia, $ 5.240.000 
1680,Mantiene Cupo,10,Mal Cliente,Dependiente,Casado,29,1048,M,Propia, $ 5.240.000 
393,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,31,1047,F,Arrienda, $ 5.235.000 
1392,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,31,1047,F,Arrienda, $ 5.235.000 
804,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,28,1042,F,Arrienda, $ 5.210.000 
1803,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,28,1042,F,Arrienda, $ 5.210.000 
338,Disminuye Cupo,10,Buen Cliente,Independiente,Soltero,34,1038,M,Propia, $ 5.190.000 
1337,Disminuye Cupo,10,Buen Cliente,Independiente,Soltero,34,1038,M,Propia, $ 5.190.000 
402,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,43,1037,M,Propia, $ 5.185.000 
1401,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,43,1037,M,Propia, $ 5.185.000 
43,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,41,1028,F,Arrienda, $ 5.140.000 
1042,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,41,1028,F,Arrienda, $ 5.140.000 
782,Disminuye Cupo,24,Mal Cliente,Dependiente,Soltero,26,1024,F,Propia, $ 5.120.000 
1781,Disminuye Cupo,24,Mal Cliente,Dependiente,Soltero,26,1024,F,Propia, $ 5.120.000 
549,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,32,1007,F,Propia, $ 5.035.000 
1548,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,32,1007,F,Propia, $ 5.035.000 
472,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,28,999,M,Propia, $ 4.995.000 
1471,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,28,999,M,Propia, $ 4.995.000 
41,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,996,F,Arrienda, $ 4.980.000 
1040,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,996,F,Arrienda, $ 4.980.000 
299,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,30,983,F,Arrienda, $ 4.915.000 
1298,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,30,983,F,Arrienda, $ 4.915.000 
413,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,34,976,M,Propia, $ 4.880.000 
1412,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,34,976,M,Propia, $ 4.880.000 
989,Disminuye Cupo,18,Buen Cliente,Independiente,Soltero,30,976,F,Arrienda, $ 4.880.000 
1988,Disminuye Cupo,18,Buen Cliente,Independiente,Soltero,30,976,F,Arrienda, $ 4.880.000 
606,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,25,975,M,Arrienda, $ 4.875.000 
1605,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,25,975,M,Arrienda, $ 4.875.000 
295,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,31,960,F,Arrienda, $ 4.800.000 
1294,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,31,960,F,Arrienda, $ 4.800.000 
937,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,28,959,F,Arrienda, $ 4.795.000 
1936,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,28,959,F,Arrienda, $ 4.795.000 
